stroke_sequence,character,encoding
12112544441221122112,驊,vv-Th-lhii
1211254444122125125132411121,驩,vv-Thooa2f-
121125444412225125132411121,驩,vv-Thooa2f-
12112544441251234,駷,vv-Tmo
121125444412512512515,驅,vv-TcOooo
121125444412521111123425111,驦,vv-T-nl4me
121125444412524134123425111,驦,vv-T-nl4me
121125444412524444123425111,驦,vv-T-nl4me
12112544441315251,駵,vv-T-cO/lc
1211254444131525125121,驑,vv-T-cO/lco+
121125444413412512,騎,vv-Tq-lo
121125444413434343434,騻,vv-Tqxxxx
12112544441353334,駹,vv-Tk\///
12112544441354333,駹,vv-Tk\///
121125444414521111123425111,驦,vv-T-nl4me
121125444414524134123425111,驦,vv-T-nl4me
121125444414524444123425111,驦,vv-T-nl4me
12112544441513,馿,vv-T\c/
1211254444151325122,騙,vv-Tic/nh
12112544442111525121122134,驥,vv-T2l7o+h-8
1211254444211212112112,驊,vv-Th-lhii
1211254444211225125132411121,驩,vv-Thooa2f-
12112544442113525121122134,驥,vv-T2l7o+h-8
12112544442115325121122134,驥,vv-T2l7o+h-8
12112544442153152512125221,驢,vv-Tfr7o+nh
1211254444251112134,騠,vv-Tb-fa
121125444425111234,騍,vv-Tbm
1211254444251135345,騔,vv-Tb9Ova
12112544442512115,騁,vv-Tnt-v
121125444425121554234,騾,vv-To+⿽vdw
1211254444251225251,騧,vv-Tnvno
1211254444251341,駰,vv-ToOq
1211254444252125251,騧,vv-Tnvno
12112544442522112143112,驛,vv-Tnht8-+
121125444425251,駉,vv-Tno
121125444425525251,騧,vv-Tnvno
1211254444313425125251,驕,vv-T/qono
121125444431525,駞,vv-Tavvl
12112544443212154,駳,vv-Tz\/fv
121125444432121554,駳,vv-Tz\/fv
1211254444321554,駳,vv-Tz\/fv
12112544443215554,駳,vv-Tz\/fv
1211254444322,馴,vv-T/ll
121125444432533414544,驄,vv-T/oO/v\/v\\
121125444432535414544,驄,vv-T/oO/v\/v\\
12112544443351,馿,vv-T\c/
1211254444335125122,騙,vv-Tic/nh
121125444434112251,騇,vv-Ta-+o
12112544443412512513434,驗,vv-Ta-ooaa
1211254444341534,駣,vv-Ta88
1211254444345234354,騣,vv-Tux89\
1211254444345235354,騣,vv-Tux89\
1211254444352511,駨,vv-T9Ob
121125444441121,駐,vv-T\j-
12112544444125251125111,驙,vv-TiioOob-
1211254444413434,駮,vv-Tii8x
121125444441352211515,騼,vv-T\r477
121125444441352211535,騼,vv-T\r477
121125444441352211553,騼,vv-T\r477
121125444441352213535,騼,vv-T\r477
121125444441352215353,騼,vv-T\r477
121125444441431251112,騿,vv-Tiihb+
1211254444431234354152,驎,vv-T8m9i+v
121125444444535,駝,vv-T\n7
121125444444553,駝,vv-T\n7
12112544444513,馿,vv-T\c/
1211254444451325122,騙,vv-Tic/nh
121125444445443,駜,vv-T/v\\/
121125444451112321521512,驌,vv-Tc+kk-
12112544445111235521512,驌,vv-Tc+kk-
12112544445112321521512,驌,vv-Tc+kk-
1211254444511235521512,驌,vv-Tc+kk-
121125444451124134,騄,vv-T⿼c-l3
12112544445114554,駸,vv-Tc-n4
12112544445135251,駶,vv-Tc/vo
1211254444525,馳,vv-Tvvl
121125444453251,駋,vv-Tvio
121125444453353332511,騽,vv-Tcc/b
1211254444534332534,騛,vv-Tv2T
1211254444534335342,騛,vv-Tv2T
121125444454154132511,騽,vv-Tcc/b
12112544445431134,騃,vv-Tdaq
12112544445435,馻,vv-Tda
1211254444544251214,騷,vv-T\4\od
12112544445444251214,騷,vv-T\4\od
121125444454545434333,驂,vv-Tddda///
121125444455124134,騄,vv-T⿼c-l3
1211311534,振,jr2w
121132511134,項,--re8
121132534,项,--re8
1211332511234,塬,tr/bw
12113411234,捺,jq2w
1211353,坜,trv/
121135434112431,鋬,jr4ajh
1211355,扼,jrvv
121135534,城,trx\v
121135543,城,trx\v
121143134,挟,jqh
1211452111125121,擂,j-nl4o+
1211452413425121,擂,j-nl4o+
1211452444425121,擂,j-nl4o+
12115,巧,---v
12115112134,捷,j-c-fa
1211512534,载,⿽-x\+-v+
1211512543,载,⿽-x\+-v+
1211513,护,j\c/
12115131344,捩,jic/q\
12115132511,掮,jic/g
12115133511,掮,jic/g
12115133541,掮,jic/g
1211521251,捂,j5o
1211521534,载,⿽-x\+-v+
1211521543,载,⿽-x\+-v+
121152511,指,j7b
121153135,挠,j/-v-a
1211534,找,j-x\
12115425113134,撤,jiidgax
1211543,找,j-x\
12115435113134,撤,jiidgax
12115435413134,撤,jiidgax
12115534,拣,jv-v8
12121,正,-f2
1212111125112132511,藷,h4oT/tb
12121111251121325114,藷,h4oT/tb
121211112513554,蔎,h4oT9x
12121112111,排,j3ll3
121211123412212511,藉,h2mh-b
1212111234251125214,藕,h2mbnd
121211123425112554,藕,h2mbnd
1212111253134,葜,hiiilviq
12121113431234,蓁,hiii/\/m
121211212112,華,h-lhii
121211212511,菁,hj-g
121211212521,菁,hj-g
121211213511,菁,hj-g
121211225121,描,jho+
12121123411234,蒜,h2w2w
1212112341234,搽,jham
121211254444,焉,-f2v-/\\\
12121125444452,鄢,-f2v-/\\\zl
121211254444552,鄢,-f2v-/\\\zl
12121134,芙,hiia
12121135342511134,薋,hii9ae8
12121154,芸,hiid
12121154444,焉,-f2v-/\\\
1212115444452,鄢,-f2v-/\\\zl
12121154444552,鄢,-f2v-/\\\zl
12121211154122134,蕻,hliii-dh-8
12121211154511112,蕼,hliii-dc-f
1212121121121135,蕘,httt-a
1212121121124,葑,htt-\
121212113344,菝,hjxO4\
121212113544,菝,hjxO4\
121212115112134,蓵,hj-c-fa
1212121211254444,蔫,h-f2v-/\\\
121212121154444,蔫,h-f2v-/\\\
12121212122511134,蕡,h+he8
1212121212514311254,鼖,+h+-oh+4
1212121222511134,蕡,h+he8
121212125132344454,薳,h\zto/w
12121212513234454,薳,h\zto/w
121212125132344554,薳,h\zto/w
121212125135344454,薳,h\zto/w
12121212513534454,薳,h\zto/w
121212125135344554,薳,h\zto/w
121212125145154121,薹,h+-on-dt
1212121252212511134,藚,h+-nhe8
1212121253512511134,藚,h+-nhe8
1212121254,茿,h--/v\
1212121315,荖,h/t7
12121213152511,蓍,h/t7b
121212132411121,蓷,hja2f-
121212132511,著,h/tb
1212121325114,著,h/tb
1212121335,荖,h/t7
12121213352511,蓍,h/t7b
121212134121354,蓺,ht8t/9\
1212121341213541154,藝,ht8t/9\iid
121212134121534,蓺,ht8t/9\
1212121341215341154,藝,ht8t/9\iid
121212134354,菱,ht89\
121212135121354,蓺,ht8t/9\
1212121351213541154,藝,ht8t/9\iid
121212135121534,蓺,ht8t/9\
1212121351215341154,藝,ht8t/9\iid
1212121353,荖,h/t7
12121213532511,蓍,h/t7b
121212135354,菱,ht89\
121212135515,菢,hj9Ovc
12121215425221,蓋,htdnh
121212211,苷,hh--
1212122111,茸,hr3l
121212211134,萁,hh-8--
1212122111345,葚,hh---v8
1212122111355,葚,hh---v8
121212211154,菆,hr3l4
121212212511121,蓳,hh-oj-
1212122151234,葉,hh-vm
121212251,苦,h+o
1212122511134,賁,+he8
1212122511134533533,翸,+he8cc
1212122511134541541,翸,+he8cc
12121225125,茝,hcOlol
12121225125112512511,蘁,hj-oooo
1212122513511,葫,h+og
1212122513541,葫,h+og
121212341,苯,hm-
12121234121121,蓕,hmtt
1212123425111,葙,hme
12121234324111214444,藮,hma2f-/\\\
121212343312,菥,hmrr
12121234341,莁,h--aa
12121234341252511,薔,htaaoOo
121212343434,萊,hmaa
121212343454,菘,hm8d
1212123444454,蒁,h\zm\
121212344454,蒁,h\zm\
1212123444554,蒁,h\zm\
1212123544454,蒁,h\zm\
121212354454,蒁,h\zm\
1212123544554,蒁,h\zm\
12121245521,荸,h+nz-
121212511,苣,h--c
121212511124454,蓮,h\z-v+T
12121251112454,蓮,h\z-v+T
121212511124554,蓮,h\z-v+T
121212511214124,蓴,h-bl-\-\
1212125112144544,蕙,h-bl-\/v\\
121212511234,菄,hmb
12121251124,莆,h+\g
121212512,苛,h-lo
12121251211251211,薑,h-o+-o+-
121212512212511,蓸,h-bllb
121212512343534,蔌,hmo9a
1212125123435344454,藗,h\zmo9a
121212512343534454,藗,h\zmo9a
1212125123435344554,藗,h\zmo9a
12121251251122512511,蘁,hj-oooo
1212125125121,葍,h-oo+
121212512531125221,藍,hrlc2a\nh
121212512531425221,藍,hrlc2a\nh
121212512554,菣,hrlc24
1212125125542511134,藖,hrlc24e8
12121251431,荳,h-oh
121212521111132522,薷,h-nl4rnll
12121252111125121,蕾,h-nl4o+
1212125221251112,蕈,h-4b+
121212523211511134,藇,hr2c-8v-l
121212523422,莿,hmnll
12121252343134,蓛,hmnax
121212524134132522,薷,h-nl4rnll
12121252413425121,蕾,h-nl4o+
121212524444132522,薷,h-nl4rnll
12121252444425121,蕾,h-nl4o+
121212533211511134,藇,hr2c-8v-l
1212125351,茜,h-4
12121253511,莤,h-4-
12121253511324111214444,蘸,h-4-a2f-/\\\
12121254,芰,h+4
12121311534124,蓐,hr2w-\
1212131251534,葴,hrx\-o
1212131251543,葴,hrx\-o
121213134,政,-f2ax
1212131531534,葳,hrx\-y
1212131531543,葳,hrx\-y
1212132121,茬,hxOlt
12121321251534,蒧,hrx\fo
12121321251543,蒧,hrx\fo
121213241,苤,hrl\-
121213251,若,hxOo
1212132511325113251,藞,hrororo
121213251251214251214,蠚,hxOoodod
1212132514544,惹,hxOo/v\\
1212132521,荐,hxOlz-
12121331234312342121,藶,hr/m/mf2
121213344,茇,hxO4\
1212134112,赶,tfa-+
121213411234,萘,hq2w
1212134113534,趑,tfaii9a
1212134113534251,趦,tfaii9ao
121213412,苹,h-+8
1212134121121121135,趬,tfattt-a
1212134121312,莾,hq+h
121213412132,莾,hq+h
121213412211154,趣,tfar3l4
1212134122112512134,趪,tfah--nt8
121213412212512134,趪,tfah--nt8
121213413425234343434,趰,tfa-8nlxxxx
1212134135422,趔,tfa-9ill
121213415534,越,tfav-x\
121213415543,越,tfav-x\
12121342342511,趙,tfawg
121213423425251,趟,tfawno
12121342343511,趙,tfawg
12121342343541,趙,tfawg
121213424,赴,tfaf
12121342432511,趙,tfawg
121213424325251,趟,tfawno
12121342433511,趙,tfawg
12121342433541,趙,tfawg
12121342511112,趕,tfab-+
1212134251112134,趧,tfab-fa
121213425115,菴,hqbv
121213425121122134,趩,tfao+h-8
12121342512512511234,趮,tfaooom
121213425234343434,薾,h-8nlxxxx
12121343121353121352534,趱,tfa163a163ae8
1212134315233534,蕨,hrhul9a
121213432411121,趡,tfaa2f-
1212134341253511,趥,tfa8-4-
121213434154544,趝,tfaaiv/v\\
121213434333,趁,tfaa///
12121343434,莢,hqaa
121213434454544,趝,tfaaiv/v\\
12121343511,赹,tfa9Oii
12121343541,赹,tfa9Oii
121213435511,趋,tfa9⿼c-
12121343552335523,趨,tfa9Oul9Oul
121213441312,莽,hq\h
12121344132,莽,hq\h
1212134413534,趑,tfaii9a
1212134413534251,趦,tfaii9ao
1212134425221,葢,hq\nh
1212134431253511,趥,tfa8-4-
121213444513251,趤,tfa\nro
12121345134,赽,tfavq
1212134515,起,tfavc
121213452,赳,tfavl
121213453,赲,tfav/
121213453251,超,tfavio
121213453353332411121,趯,tfacca2f-
121213454154132411121,趯,tfacca2f-
121213513125125534,藏,hk-x\rlc2
121213513125125543,藏,hk-x\rlc2
1212135333431121,蕤,h-eat
121213534,茂,hrx\
12121354,苃,hxO4
1212135415132,葬,h-9i7h
12121354211121111,薤,h-9i3ll3-
1212135422,茢,h-9ill
121213543,茂,hrx\
1212135435132,葬,h-9i7h
121213544,茇,hxO4\
1212135453132,葬,h-9i7h
121214312,苹,h-+8
12121434,拟,jv\a
121214521111132522,薷,h-nl4rnll
12121452111125121,蕾,h-nl4o+
121214524134132522,薷,h-nl4rnll
12121452413425121,蕾,h-nl4o+
121214524444132522,薷,h-nl4rnll
12121452444425121,蕾,h-nl4o+
121215112531,萋,h-c+y
1212151225,茝,hcOlol
1212151532511,蒈,h77/b
1212151534,荑,hqcv
12121523,芽,hv-l/
12121523211511134,藇,hr2c-8v-l
121215311345452134,薿,h7aqdvfa
12121531234132511134,蘔,h7/mre8
12121531522431,墟,tfr7h-
121215315225211,墟,tfr7h-
1212153154544,摅,jfr7/v\\
12121531553,掳,jfr7v/
12121533211511134,藇,hr2c-8v-l
121215341534,菚,h-x\-x\
1212153532511,蒈,h77/b
121215413452,菡,hu-v88
121215431543,菚,h-x\-x\
121215435,茺,h-da
1212155332511,蒈,h77/b
12122111154122134,蕻,hliii-dh-8
12122111154511112,蕼,hliii-dc-f
121221112111,菲,h3ll3
1212211121111,韮,h3ll3-
1212211121114544,蕜,h3ll3/v\\
121221113134,敢,vr3lax
121221113134341511534,饏,vr3laxaicw
121221113134344511534,饏,vr3laxaicw
1212211131344544,憨,vr3lax/v\\
121221123454,菽,hf-w4
12122121,芷,hf2
1212212115,茈,hf27
1212212121212121,蕋,hf2f2f2
12122121233132511134,蘋,hf2/l/re8
121221212514311254,鼖,+h+-oh+4
1212212135,茈,hf27
1212212153,茈,hf27
121221251,苫,hfo
121221253444441,蓾,hfox4
121221434,苡,hv\a
121221515,茈,hf27
121221531513533344454,蘧,h\zfr7-e
12122153151353334454,蘧,h\zfr7-e
121221531513533344554,蘧,h\zfr7-e
12122153152512125221,蘆,hfr7o+nh
1212215315251214544,藘,hfr7o+/v\\
121221535,茈,hf27
121221553,茈,hf27
121222511134,賁,+he8
121222511134533533,翸,+he8cc
121222511134541541,翸,+he8cc
121222534,贲,+he8
121223142535,揽,jlla\na
1212234252343134,蔽,h8nl8ax
1212243252343134,蔽,h8nl8ax
121225111134554234,繤,hn-iii8⿽vdw
1212251112,草,hb+
1212251112211154,蕞,hbr3l4
121225111341111251,謩,hbq4o
12122511134121,墓,hbqt
121225111341211254444,驀,hbqvv-T
121225111342111254444,驀,hbqvv-T
121225111342344,慕,hbq/v\\\
121225111342511,暮,hbqb
12122511134252,幕,hbqnl
121225111343112,摹,hbq/j
121225111344111251,謩,hbq4o
1212251113452,鄚,hbqzl
1212251113453,募,hbqv/
12122511134552,鄚,hbqzl
121225111354,萈,hea\
1212251115154,葭,hlc--c4
1212251122111,葺,hor3l
12122511221111534,蕺,hor3l-x\
12122511221111543,蕺,hor3l-x\
1212251122111534,蕺,hor3l-x\
1212251122111543,蕺,hor3l-x\
12122511232115114512535113453,虋,hr2cn-on-4-8vi
121225112511125431234,蘭,hinTmo8
12122511251132411121,藺,hinTa2f-
121225112512531,蔞,ho-oly
1212251125214,萬,hbnd
12122511252142512134,躉,hbndofa
1212251125214251214,蠆,hbndod
12122511252144454,邁,\zhbnd
1212251125214454,邁,\zhbnd
12122511252144554,邁,\zhbnd
121225112522154,蔓,hbnh4
121225112554,萬,hbnd
1212251125542512134,躉,hbndofa
121225112554251214,蠆,hbndod
1212251125544454,邁,\zhbnd
121225112554454,邁,\zhbnd
1212251125544554,邁,\zhbnd
121225113511,萌,hbg
1212251135345,葛,hb9Ova
1212251211534,葨,ho+-v\/
12122512121354251,蕗,hof29\o
12122512125132341,薗,hoOto/w
12122512125135341,薗,hoOto/w
12122512132511154444,鶓,ho+niv-T
1212251214,茧,hod
1212251214544,葸,ho+/v\\
1212251215354251,蕗,hof29\o
121225121554234,蔂,ho+⿽vdw
1212251225251,萵,hnvno
12122512252514454,薖,h\znvno
1212251225251454,薖,h\znvno
12122512252514554,薖,h\znvno
12122512452511,蓇,hnvng
12122512453511,蓇,hnvng
12122512453541,蓇,hnvng
12122512511134,蒷,hoe8
1212251251115,萼,hoo--v
1212251251251115,蕚,hooo--v
121225125132115114512535113453,虋,hr2cn-on-4-8vi
121225125132411121,雚,hooa2f-
121225125132411121132511134,顴,hooa2f-re8
1212251251324111212511135,觀,hooa2f-ea
12122513251,莒,hoo
1212251341,茵,hoOq
12122513414544,蒽,hoOq/v\\
12122513522,莂,ho9Oll
12122515132115114512535113453,虋,hr2cn-on-4-8vi
12122515134,茣,ho-q
12122515322,莂,ho9Oll
1212252125251,萵,hnvno
12122521252514454,薖,h\znvno
1212252125251454,薖,h\znvno
12122521252514554,薖,h\znvno
12122521452511,蓇,hnvng
12122521453511,蓇,hnvng
12122521453541,蓇,hnvng
12122522112132511,薯,hnh/tb
121225221121325114,薯,hnh/tb
121225221134534,蔑,hnhrx\\
121225221134543,蔑,hnhrx\\
121225221251,萜,hnlfo
1212252212511134,蕒,hnhe8
1212252214512154,甍,hnhn-vv\
12122522145135415,薨,-lfnhn-9i7
12122522145135435,薨,-lfnhn-9i7
12122522145135453,薨,-lfnhn-9i7
121225221451554,甍,hnhn-vv\
1212252214525111,瞢,hnhne
1212252215425111515,藣,hnhdg77
1212252215425113535,藣,hnhdg77
1212252215425115353,藣,hnhdg77
1212252215435111515,藣,hnhdg77
1212252215435113535,藣,hnhdg77
1212252215435115353,藣,hnhdg77
1212252215435411515,藣,hnhdg77
1212252215435413535,藣,hnhdg77
1212252215435415353,藣,hnhdg77
12122522155423432411121,蘿,hnhvd3Ta2f-
12122522155444432411121,蘿,hnhvd3Ta2f-
121225251,苘,hno
1212252511,茴,hoOo
121225252,茁,hulu
121225312341,菌,hoO/m
12122534,芮,hna
12122534125221,蒕,hoOanh
121225431415,菵,hnhiiv
121225525251,萵,hnvno
1212255252514454,薖,h\znvno
121225525251454,薖,h\znvno
1212255252514554,薖,h\znvno
1212255452511,蓇,hnvng
1212255453511,蓇,hnvng
1212255453541,蓇,hnvng
121231112111,菲,h3ll3
1212311121114544,蕜,h3ll3/v\\
121231121,苼,hat
121231123412212511,藉,h2mh-b
1212311234251125214,藕,h2mbnd
121231123425112554,藕,h2mbnd
1212311253134,葜,hiiilviq
12123113432411121,薙,haqa2f-
1212312,芊,h/+
121231211,苲,halii
1212312121211,菙,h/+--h
121231212211,菙,h/+--h
12123121534,莪,h/fx\
1212312154,莛,hz\/t
12123121543,莪,h/fx\
12123121554,莛,hz\/t
1212312211211,菙,h/+--h
12123123412134354,薐,h/mt89\
12123123412135354,薐,h/mt89\
12123123422,莉,h/mll
12123123432511312,薭,h/m/b/+
12123123435,莠,h/mv/
12123123435251214444,蘓,h𮃣
121231234353,菞,h/mv/
1212312343533424134,藜,h/mv/al3
1212312344334,萩,h/mq
1212312344351523,蕛,h/m8cvl/
12123123453,莠,h/mv/
121231234531,萎,h/my
1212312511121,董,h/+o+t
12123155414,莓,havv3
121231554143134554234,蘩,havv3ax⿽vdw
12123155441,莓,havv3
121231554413134554234,蘩,havv3ax⿽vdw
1212321113554,葮,hliiii9x
1212321121,荏,ha/+-
12123211212511,蒨,haj-g
12123211212521,蒨,haj-g
12123211213511,蒨,haj-g
12123211511254,蓃,halalh-oiiaa2f-oll3
1212321151134,萸,hr-ca
1212321152,茚,h/l--vl
12123212154,莚,hz\/fv
121232121554,莚,hz\/fv
121232124,苻,ha-\
12123212512,荷,ha-lo
1212321344,茯,haq\
12123215,花,hav/
1212321511254,蓃,halalh-oiiaa2f-oll3
121232151134,萸,hr-ca
1212321534,茷,ha-x\
1212321543,茷,ha-x\
1212321554,莚,hz\/fv
12123215554,莚,hz\/fv
12123223134,莜,halax
121232231342511,蓨,halaxg
12123223134333,蓚,hal9\///
121232231343511,蓨,halaxg
121232231343541,蓨,halaxg
12123223542511,蓨,halaxg
1212322354333,蓚,hal9\///
12123223543511,蓨,halaxg
12123223543541,蓨,halaxg
1212322511234,葆,haom
1212322511234413534,藵,h𧛱
1212322512,茽,haol
1212323121,荏,ha/+-
121232411121321511,舊,hTa2f-r-c
1212324111214444,蕉,ha2f-/\\\
1212324111215422,劐,ha2f-4ll
12123241431,莅,haiih
12123241431251,蓓,haiiho
121232511154444,蔦,hniv-T
1212325112534,葲,h/bl3
121232511312,萆,h/b/+
1212325113251132511,藠,h/b/b/b
121232511351,菂,h/b9O\
121232511354,菂,h/b9O\
121232511355135,蔸,h兜
1212325113554,蒐,h/o+ad
12123251141353134,薂,h/b2pax
12123251141533134,薂,h/b2pax
1212325114554,葠,hac-n4
1212325115215,葩,h/bvcl
1212325115545541234,藥,h⿽vd/b⿽vdm
12123251213554,蒐,h/o+ad
1212325131134,葔,hav-aq
12123251514143112,薛,h/lcciih+
121232515141431121234,蘖,h/lcciih+m
12123251514143112431234,糵,h/lcciih+8m
12123251514143112521,孽,h/lcciih+z-
121232533414544,蔥,h/oO/v\/v\\
12123253411515,蓖,h/oOx77
12123253411535,蓖,h/oOx77
12123253411553,蓖,h/oOx77
12123253413535,蓖,h/oOx77
12123253415353,蓖,h/oOx77
121232535414544,蔥,h/oO/v\/v\\
1212325434354,葰,had89\
1212325435354,葰,had89\
12123312,芹,hrr
121233124454,菦,h\zrr
12123312454,菦,h\zrr
121233124554,菦,h\zrr
12123315112234,蒹,hhch8
1212332112,荇,h/a--l
12123321212134,蓗,h/atfa
121233221212134,蓰,h/af2fa
1212332252111213134,藢,h/alu-/tax
1212332252131213134,藢,h/alu-/tax
12123322521353134,薇,h/a𡵂ax
121233231121215211234,蘌,h/aa+-vvl2w
12123323112155211234,蘌,h/aa+-vvl2w
1212332312511354,蕧,h/aab9\
121233234342134,蓯,h/aaafa
12123323525121134112,蘅,h/a--l9o+q
1212332511112,葎,h/ac-f
1212333132511134,蕦,h///re8
1212333253134,葜,hiiilviq
121233441234,菜,h/\\/m
12123344321511,蓞,h/\\/r-c
1212334435554444,蔿,h/\\//vvv/\\\
12123344521,莩,h/\\/z-
12123344531,荽,h/\\/y
12123351,芦,h\c/
12123351153554,蒑,hr⿼c-v9x
121233544,苽,hrd\
12123354433544,蓏,hrd\rd\
1212341121,荃,haj-
12123411234,荼,ha-m
121234112431,菳,hajh
1212341234,茶,ham
12123412343554,蔱,hxm9x
121234123443554,蔱,hxm9x
12123412353554,蔱,hxm9x
121234123543554,蔱,hxm9x
1212341251,荅,ha-o
12123415113251,蒼,haic/-o
121234152,苓,haid
121234154,苓,haid
121234154544,菍,haiv/v\\
12123422,苅,hxll
121234234,苶,haw
1212342511,捎,jwg
1212343,抄,jl8 or /l\/
1212343123425121,蕃,h/8mo+
12123432,芥,ha/l
12123432511154444,鴱,hxniv-T
1212343511,捎,jwg
1212343541,捎,jwg
121234431234,菜,h/\\/m
12123443321511,蓞,h/\\/r-c
1212344335554444,蔿,h/\\//vvv/\\\
1212344345354152,蕣,h/\\/n9i+v
12123443454544354,薆,h/\\/n/v\\9\
12123443521,莩,h/\\/z-
12123443531,荽,h/\\/y
121234435333251135,藐,h/2/q\/ba
12123445,芩,haiv
12123445113251,蒼,haic/-o
121234454,苓,haid
121234454544,菍,haiv/v\\
12123454533533,蓊,h8dcc
12123454541541,蓊,h8dcc
121235112554,菔,hgvl4
1212351134113424134,藤,hg𣳾
1212351134113453,蕂,hg8iiav/
12123511351122,蒯,hggll
1212351135251,葋,hg9Oo
1212351143113424134,藤,hg𣳾
1212351143113453,蕂,hg8iiav/
121235115254,菔,hgvl4
1212351251124,葡,h9O+\g
1212351251214,葻,h/v/od
121235125125121,蔔,h9O-oo+
12123513341111251,薝,h9r84o
12123513344111251,薝,h9r84o
12123513351111251,薝,h9r84o
12123513354111251,薝,h9r84o
12123515,芪,hrx
121235152,茚,h/l--vl
1212352511,荀,h9Ob
12123525121444431234,蘇,h9u-T/m
1212352513134,敬,h9Ooax
12123525131341111251,警,h9Ooax4o
12123525131341211254444,驚,h9Ooaxvv-T
12123525131341234,檠,h9Ooaxm
12123525131342111254444,驚,h9Ooaxvv-T
1212352513134251214,蟼,h9Ooaxod
12123525131343112,擎,h9Ooax/j
12123525131344111251,警,h9Ooax4o
121235251354,菟,h9oa\
12123525153,莻,hv/ov/
1212352534251113134,藑,h/vnaeax
121235253425111354,藑,h/vnaeax
121235311252,萄,h9Oa+u
121235311345452134,薿,h7aqdvfa
12123531234132511134,蘔,h7/mre8
121235321511,萏,h9r-c
1212353251214,葻,h/v/od
12123533,芴,h9O//
121235334,茐,h9O//\
1212353344544,葱,h9O//\/v\\
12123534,芡,h9a
12123534334,荻,hq\q
12123535,芘,h77
12123535112533112,薢,h9ntvia+
12123535121533112,薢,h9ntvia+
121235352,茆,h/v/vl
1212353523411243122,藰,h𨥫ll
1212353532511,蒈,h77/b
121235411124454,蓬,h\z9\iiil
12123541112454,蓬,h\z9\iiil
121235411124554,蓬,h\z9\iiil
1212354135251,葋,hg9Oo
1212354152,荈,h9i+v
121235415411234,蔡,h9i\\v2w
121235431234,菊,h9O8m
1212354341511534,蕵,h9iaicw
1212354344511534,蕵,h9iaicw
121235442554,菔,hgvl4
1212354434113424134,藤,hg𣳾
1212354434113453,蕂,hg8iiav/
12123544354422,蒯,hggll
1212354443113424134,藤,hg𣳾
1212354443113453,蕂,hg8iiav/
121235445254,菔,hgvl4
121235445411234,蔡,h9i\\v2w
1212354533411243122,藰,h𨥫ll
121235455,苑,h9ivv
1212354554544,葾,h9ivv/v\\
121235515,苞,h9Ovc
12123552335523,蒭,h9Oul9Oul
1212411125112132511,藷,h4oT/tb
12124111251121325114,藷,h4oT/tb
121241112513554,蔎,h4oT9x
12124124,苄,hiif
12124125113534,蓑,hii/wo-
121241251251112213534,蘘,hiioo-h-/w
12124125125251,蒿,hiiono
121241251252511234,藁,hiionom
1212412512525131234,藳,hiiono/m
1212412514512,葶,hiion-l
121241251452511234,藁,hiionom
1212412514525131234,藳,hiiono/m
12124131221252,蓆,h\rh-nl
121241312214444,蔗,h\rh-/\\\
121241312341234,蔴,h\rmm
12124131234123413251,蘑,h\rmmro
12124131234123421112111,蘼,h\rmm3ll3
12124131234123431112111,蘼,h\rmm3ll3
1212413123412343112,藦,h\rmm/j
121241312351235,蔴,h\rmm
12124131235123513251,蘑,h\rmmro
12124131235123521112111,蘼,h\rmm3ll3
12124131235123531112111,蘼,h\rmm3ll3
1212413123512353112,藦,h\rmm/j
12124133434121,蓙,h\rtaa
121241335151,菧,h\rrx\
121241335154,菧,h\rrx\
12124134131134,蒺,h\r2aq
1212413434,茭,hii8x
121241343412,萃,hiiaa+
121241352211254444,薦,h\rcllv-/\\\
121241352211515431234,蘪,h\r4778m
1212413522115154444,藨,h\r477/\\\
121241352211535431234,蘪,h\r4778m
1212413522115354444,藨,h\r477/\\\
12124135221154444,薦,h\rcllv-/\\\
121241352211553431234,蘪,h\r4778m
1212413522115534444,藨,h\r477/\\\
121241352213535431234,蘪,h\r4778m
1212413522135354444,藨,h\r477/\\\
121241352215353431234,蘪,h\r4778m
1212413522153534444,藨,h\r477/\\\
